Feature.ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	boot.Kingdom	boot.Phylum	boot.Class	boot.Order	boot.Family	boot.Genus	boot.Species	Assignment
34b695df3f78278d604299f2c4adc80c	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	NA	100	100	100	100	100	100	55	RefSeq + RDP
34babcf1732962962d2fbbbadf3af637	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	100	100	45	RefSeq + RDP
366cd020bba4cf974dcb60340a09984e	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	100	100	100	100	57	57	24	RefSeq + RDP
37d8a0129a66ddba216a600739d34631	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	100	100	100	100	100	100	28	RefSeq + RDP
3b44c0cd22f7eeac2386b9f2d475930a	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	NA	100	100	100	100	100	99	61	RefSeq + RDP
3b7e53074971661c889ee364744f11a0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	100	100	100	33	RefSeq + RDP
3cc006600b219858ac3c647f2613a32a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		Phocaeicola	vulgatus	100	100	100	100	100	100	87	RefSeq + RDP
3ed60aaf098f5005d0daddbc9fde567b	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	91	91	51	RefSeq + RDP
3feab8f97f15836d17829bc4ea074162	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	beijerinckii	100	100	100	100	100	100	86	RefSeq + RDP
45ac624a36a35c7f002f5b23a1a6b316	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	cereus	100	100	100	100	98	98	94	RefSeq + RDP
4bec1cb362f10c0518dae936b3032c6f	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	100	100	43	RefSeq + RDP
4c67b666ce2da2054aec0ba50dd1e494	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		Phocaeicola	vulgatus	100	100	100	100	100	100	83	RefSeq + RDP
51bf2b5ba471e475d319ebc31244d7d3	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	100	100	100	100	55	55	48	RefSeq + RDP
51d51e872348c3c5e3b70be7f91c4a32	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	100	100	100	100	100	100	36	RefSeq + RDP
5b75e6541f733937c56e8874e69dcfe1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	100	100	100	39	RefSeq + RDP
5d3b0067e81ed549b2d082fd7d1c905d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	100	100	100	32	RefSeq + RDP
5fd2fe686298c1abbb25c0926788fd9c	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	100	100	72	RefSeq + RDP
601f48ebb8de230104ce2f01ec500ab5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	100	100	62	50	RefSeq + RDP
61de72098cbf9f693f09c863d1c5a586	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA	100	100	100	100	100	100	66	RefSeq + RDP
62c26e69cf275b3cba144ba4935a8851	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	cereus	100	100	100	100	100	100	98	RefSeq + RDP
7809550a0f7794b926ffcebad7542089	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	100	100	100	100	100	100	69	RefSeq + RDP
7932226c8cd025d2ea117b03d48f63e8	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	100	100	100	100	100	100	26	RefSeq + RDP
7983269916ac14fd4655f0a0c60f8694	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	NA	100	100	100	100	100	100	46	RefSeq + RDP
7cf149ca79aa40a78b8cec6f966ce7de	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	100	100	100	20	RefSeq + RDP
7dcace79bc8188077e07b0085aa57b7f	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	cereus	100	100	100	100	100	100	100	RefSeq + RDP
8348a732f75c6a0439af2ebffbac5ff1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	100	100	100	100	100	100	42	RefSeq + RDP
883b42d8150d15b972b196ebd6e10559	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	100	100	100	25	RefSeq + RDP
8f0af3a2874a69b48d3d7b737c64f06e	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	cereus	100	100	100	100	99	99	96	RefSeq + RDP
913abfe7ecfd10c4eb54ea1dea67f07c	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	NA	100	100	100	100	100	100	48	RefSeq + RDP
92bcc461c3dbfbeb88759ada02f95a6b	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	cereus	100	100	100	100	100	100	100	RefSeq + RDP
985d4a0d4d7e7d255af6a92044ae5901	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	100	100	35	RefSeq + RDP
994cb47a2b400e6185743e1765244faf	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	100	100	40	RefSeq + RDP
9eda36e35469eb0ba4b8045fa7acabd0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		Phocaeicola	vulgatus	100	100	100	100	100	100	92	RefSeq + RDP
9f3938b0148e6fa857077444480b6fd3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		Phocaeicola	NA	100	100	100	100	100	100	77	RefSeq + RDP
9fc4609d84db9e441de7db46d7172ae4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	100	100	52	52	RefSeq + RDP
a0530711bdec8d611872863731f96dde	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	100	100	100	25	RefSeq + RDP
a0ec2668157ffb2374ece8cad58ecc5f	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	100	100	100	100	100	100	41	RefSeq + RDP
a4fae72fe89706a73b6dfdd8c57ef578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	100	100	100	31	RefSeq + RDP
a5eb8b5609e1fc4e2e9a4827238b3841	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	98	98	98	34	RefSeq + RDP
a8f0a9703e902a87d6be02364e684c50	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	100	100	100	100	100	100	33	RefSeq + RDP
aab4d379026eb5e6a7e2b32ec4c715e7	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	100	100	77	RefSeq + RDP
aaf82c612373bafcef3509b72ee24809	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	100	100	100	100	100	100	31	RefSeq + RDP
ab7b075defafff44a4a65247a9e21152	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	100	100	100	32	RefSeq + RDP
ad20976e0e8c7e5adcb7f11b5fcf7830	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		Phocaeicola	NA	100	100	100	100	100	100	75	RefSeq + RDP
b2ef16dee036f7ce8b9b74a7234111c1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	100	100	100	100	100	100	48	RefSeq + RDP
b56b7466c84c7ca53aa71e4ce25f61b0	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	adolescentis	100	100	100	100	100	100	100	RefSeq + RDP
b80a1bd6b19379171cafb03a4ddb26a3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	NA	100	100	100	100	100	100	22	RefSeq + RDP
bc7d5e82dae59e2e5e8321bb5c5eae4b	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	100	100	100	35	RefSeq + RDP
bd05526ece955ce8ba6e2c25b383446b	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	100	100	100	99	99	99	48	RefSeq + RDP
bd811a69c8a63e6a41e89c820bfceab1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	98	98	40	RefSeq + RDP
c0089458dae2c0559162e58eb2661873	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	100	100	75	40	RefSeq + RDP
cd1af128eb857acddb168e57245021ec	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	100	100	47	RefSeq + RDP
ce924304412f4e0e43e7a04b5fc1ad42	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	cereus	100	100	100	100	100	100	97	RefSeq + RDP
d3eab112b21cbea371f808f940fa4b0c	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	100	100	63	RefSeq + RDP
d4ab76572a254156741c2fc58201b6fa	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	100	100	100	100	67	67	34	RefSeq + RDP
d5cb708aa8b5ddc54ca7e0528124fe20	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	radiodurans	100	100	100	100	100	100	94	RefSeq + RDP
d669559001b98da82874fac6581afc1c	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	100	100	100	100	100	100	25	RefSeq + RDP
da2d9acf6d7cfb2117e7d295576996b1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	98	98	98	98	98	17	RefSeq + RDP
dd586a1ae04ed2d129d944286ae71f61	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis	100	100	100	100	100	100	81	RefSeq + RDP
de95c6cafb40d85ce5fe5cc7d064d63c	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	100	100	58	RefSeq + RDP
e7b11bfbee47d834b64203b6c1294201	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	100	100	100	100	100	100	47	RefSeq + RDP
ee869726f3efc3d455e4c8832381c9d6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	100	100	100	23	RefSeq + RDP
efe5e4e4ba300f45c88da09e3e9cd3e4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	100	100	100	100	100	100	39	RefSeq + RDP
f19761d4bc9e6edc87a667ebc24f3b2c	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	100	100	49	RefSeq + RDP
f3cfb383dcfb753cad226072f6665784	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis	100	100	100	100	100	100	82	RefSeq + RDP
f5d237b3888a97f9c1c6bf84b7de83c7	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	100	100	100	41	RefSeq + RDP
f7ba8ec943ef79c267fde56d38772427	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	97	97	45	RefSeq + RDP
f85e52d59500e91826235c7f8a89d28b	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	97	97	50	RefSeq + RDP
fce86ef2355971d83413788cbb660531	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	100	100	100	100	100	100	54	RefSeq + RDP
