Feature.ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	boot.Kingdom	boot.Phylum	boot.Class	boot.Order	boot.Family	boot.Genus	boot.Species	Assignment
21b49156bf40185385c31d7db91a5ad5	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	100	100	46	Silva 138.1
24a6e17e8ed2f5c1f3eed2da326429c2	Bacteria	Bacillota	Bacilli	NA	NA	NA	NA	100	100	100	53	53	53	22	Silva 138.1
26cfdb2bcbd3a64a84e9b237d94a97eb	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	100	100	100	100	100	100	100	Silva 138.1
27be187284317979c93fd2218ee3722e	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	100	100	100	100	100	100	100	Silva 138.1
28942fb2b2070c5992fe7b5c635a63d5	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	100	100	77	Silva 138.1
2f66c5bd318dfac1e9738ffd54ca88b8	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	100	100	100	100	100	100	100	Silva 138.1
339aac7377a0d948a52bc0b2bf3dfda8	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus	100	100	100	100	100	100	100	Silva 138.1
34b695df3f78278d604299f2c4adc80c	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus radiodurans	100	100	100	100	100	100	100	Silva 138.1
34babcf1732962962d2fbbbadf3af637	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	100	100	100	100	100	100	99	Silva 138.1
366cd020bba4cf974dcb60340a09984e	Bacteria	Bacillota	Bacilli	NA	NA	NA	NA	100	100	100	46	46	39	39	Silva 138.1
37d8a0129a66ddba216a600739d34631	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	100	100	100	100	100	100	100	Silva 138.1
3b44c0cd22f7eeac2386b9f2d475930a	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	NA	100	100	100	100	100	100	55	Silva 138.1
3b7e53074971661c889ee364744f11a0	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	100	100	100	100	100	100	98	Silva 138.1
3cc006600b219858ac3c647f2613a32a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus	100	100	100	100	100	100	100	Silva 138.1
3ed60aaf098f5005d0daddbc9fde567b	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	NA	NA	100	100	100	84	84	79	79	Silva 138.1
3feab8f97f15836d17829bc4ea074162	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	100	100	100	100	100	100	100	Silva 138.1
45ac624a36a35c7f002f5b23a1a6b316	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	100	100	53	Silva 138.1
4bec1cb362f10c0518dae936b3032c6f	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	100	100	100	100	100	100	100	Silva 138.1
4c67b666ce2da2054aec0ba50dd1e494	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus	100	100	100	100	100	100	100	Silva 138.1
51bf2b5ba471e475d319ebc31244d7d3	Bacteria	Bacillota	Bacilli	NA	NA	NA	NA	100	100	100	60	60	60	27	Silva 138.1
51d51e872348c3c5e3b70be7f91c4a32	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	100	100	100	100	100	100	100	Silva 138.1
5b75e6541f733937c56e8874e69dcfe1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	100	100	100	100	100	100	100	Silva 138.1
5d3b0067e81ed549b2d082fd7d1c905d	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	100	100	100	100	100	100	100	Silva 138.1
5fd2fe686298c1abbb25c0926788fd9c	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	100	100	67	Silva 138.1
601f48ebb8de230104ce2f01ec500ab5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	NA	100	100	100	100	99	98	96	Silva 138.1
61de72098cbf9f693f09c863d1c5a586	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	100	100	100	100	100	100	100	Silva 138.1
62c26e69cf275b3cba144ba4935a8851	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	100	100	38	Silva 138.1
7809550a0f7794b926ffcebad7542089	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	100	100	100	100	100	100	100	Silva 138.1
7932226c8cd025d2ea117b03d48f63e8	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	100	100	100	100	100	100	100	Silva 138.1
7983269916ac14fd4655f0a0c60f8694	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	100	100	100	100	100	100	100	Silva 138.1
7cf149ca79aa40a78b8cec6f966ce7de	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	100	100	100	100	100	100	100	Silva 138.1
7dcace79bc8188077e07b0085aa57b7f	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	100	100	100	100	100	100	91	Silva 138.1
8348a732f75c6a0439af2ebffbac5ff1	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	100	100	100	100	100	100	100	Silva 138.1
883b42d8150d15b972b196ebd6e10559	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	100	100	100	100	100	100	100	Silva 138.1
8f0af3a2874a69b48d3d7b737c64f06e	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	100	100	34	Silva 138.1
913abfe7ecfd10c4eb54ea1dea67f07c	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	100	100	100	100	100	100	100	Silva 138.1
92bcc461c3dbfbeb88759ada02f95a6b	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	100	100	74	Silva 138.1
985d4a0d4d7e7d255af6a92044ae5901	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	100	100	100	100	100	100	100	Silva 138.1
994cb47a2b400e6185743e1765244faf	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	100	100	100	100	100	100	100	Silva 138.1
9eda36e35469eb0ba4b8045fa7acabd0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus	100	100	100	100	100	100	100	Silva 138.1
9f3938b0148e6fa857077444480b6fd3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus	100	100	100	100	100	100	100	Silva 138.1
9fc4609d84db9e441de7db46d7172ae4	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	NA	100	100	100	100	100	100	61	Silva 138.1
a0530711bdec8d611872863731f96dde	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	100	100	100	100	100	100	100	Silva 138.1
a0ec2668157ffb2374ece8cad58ecc5f	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	100	100	100	100	100	100	100	Silva 138.1
a4fae72fe89706a73b6dfdd8c57ef578	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	100	100	100	100	100	100	100	Silva 138.1
a5eb8b5609e1fc4e2e9a4827238b3841	Bacteria	Bacillota	Bacilli	NA	NA	NA	NA	100	100	100	59	59	59	52	Silva 138.1
a8f0a9703e902a87d6be02364e684c50	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	100	100	100	100	100	100	100	Silva 138.1
aab4d379026eb5e6a7e2b32ec4c715e7	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	100	100	100	100	100	100	100	Silva 138.1
aaf82c612373bafcef3509b72ee24809	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	100	100	100	100	100	100	100	Silva 138.1
ab7b075defafff44a4a65247a9e21152	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	100	100	100	68	Silva 138.1
ad20976e0e8c7e5adcb7f11b5fcf7830	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus	100	100	100	100	100	100	100	Silva 138.1
b2ef16dee036f7ce8b9b74a7234111c1	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	100	100	100	100	100	100	100	Silva 138.1
b56b7466c84c7ca53aa71e4ce25f61b0	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	100	100	100	100	100	100	100	Silva 138.1
b80a1bd6b19379171cafb03a4ddb26a3	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cereibacter	NA	100	100	100	100	100	100	100	Silva 138.1
bc7d5e82dae59e2e5e8321bb5c5eae4b	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	100	100	100	100	100	100	100	Silva 138.1
bd05526ece955ce8ba6e2c25b383446b	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus saccharolyticus	100	100	100	100	100	98	98	Silva 138.1
bd811a69c8a63e6a41e89c820bfceab1	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus saccharolyticus	100	100	100	98	98	95	93	Silva 138.1
c0089458dae2c0559162e58eb2661873	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	NA	100	100	100	100	100	100	54	Silva 138.1
cd1af128eb857acddb168e57245021ec	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	100	100	100	100	100	100	100	Silva 138.1
ce924304412f4e0e43e7a04b5fc1ad42	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	100	100	51	Silva 138.1
d3eab112b21cbea371f808f940fa4b0c	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	100	100	100	100	100	100	99	Silva 138.1
d4ab76572a254156741c2fc58201b6fa	Bacteria	Bacillota	Bacilli	NA	NA	NA	NA	100	100	100	66	66	56	56	Silva 138.1
d5cb708aa8b5ddc54ca7e0528124fe20	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus radiodurans	100	100	100	100	100	100	100	Silva 138.1
d669559001b98da82874fac6581afc1c	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	100	100	100	100	100	100	100	Silva 138.1
da2d9acf6d7cfb2117e7d295576996b1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	97	97	97	97	97	50	Silva 138.1
dd586a1ae04ed2d129d944286ae71f61	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	100	100	100	100	100	100	99	Silva 138.1
de95c6cafb40d85ce5fe5cc7d064d63c	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus saccharolyticus	100	100	100	100	100	100	90	Silva 138.1
e7b11bfbee47d834b64203b6c1294201	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	100	100	100	100	100	100	100	Silva 138.1
ee869726f3efc3d455e4c8832381c9d6	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	100	100	100	100	100	100	100	Silva 138.1
efe5e4e4ba300f45c88da09e3e9cd3e4	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	100	100	100	100	100	100	100	Silva 138.1
f19761d4bc9e6edc87a667ebc24f3b2c	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	100	100	69	Silva 138.1
f3cfb383dcfb753cad226072f6665784	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	100	100	100	100	100	100	100	Silva 138.1
f5d237b3888a97f9c1c6bf84b7de83c7	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	100	100	100	100	100	100	100	Silva 138.1
f7ba8ec943ef79c267fde56d38772427	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus saccharolyticus	100	100	100	100	100	98	94	Silva 138.1
f85e52d59500e91826235c7f8a89d28b	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus saccharolyticus	100	100	100	97	97	93	93	Silva 138.1
fce86ef2355971d83413788cbb660531	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	100	100	100	100	100	100	100	Silva 138.1
